Epoch 0 | Validation | Time: 52.5181 | lr: 0.1 | SA: 0.6867
Epoch 1 | Validation | Time: 51.9232 | lr: 0.09999383162408304 | SA: 0.8083
Epoch 2 | Validation | Time: 51.8650 | lr: 0.09997532801828658 | SA: 0.8395
Epoch 3 | Validation | Time: 51.4826 | lr: 0.09994449374809851 | SA: 0.8588
Epoch 4 | Validation | Time: 51.3213 | lr: 0.09990133642141359 | SA: 0.8793
Epoch 5 | Validation | Time: 51.3506 | lr: 0.09984586668665642 | SA: 0.8813
Epoch 6 | Validation | Time: 51.5246 | lr: 0.09977809823015402 | SA: 0.8684
Epoch 7 | Validation | Time: 51.8538 | lr: 0.09969804777275901 | SA: 0.8989
Epoch 8 | Validation | Time: 51.2302 | lr: 0.09960573506572391 | SA: 0.9074
Epoch 9 | Validation | Time: 51.5392 | lr: 0.09950118288582789 | SA: 0.9065
Epoch 10 | Validation | Time: 51.5950 | lr: 0.09938441702975691 | SA: 0.9057
Epoch 11 | Validation | Time: 51.4097 | lr: 0.09925546630773871 | SA: 0.9112
Epoch 12 | Validation | Time: 51.7141 | lr: 0.09911436253643445 | SA: 0.8928
Epoch 13 | Validation | Time: 51.8865 | lr: 0.0989611405310883 | SA: 0.9115
Epoch 14 | Validation | Time: 52.3399 | lr: 0.09879583809693739 | SA: 0.8965
Epoch 15 | Validation | Time: 51.6861 | lr: 0.09861849601988384 | SA: 0.9060
Epoch 16 | Validation | Time: 51.5785 | lr: 0.09842915805643157 | SA: 0.9071
Epoch 17 | Validation | Time: 51.7018 | lr: 0.09822787092288993 | SA: 0.9176
Epoch 18 | Validation | Time: 51.4675 | lr: 0.09801468428384717 | SA: 0.9036
Epoch 19 | Validation | Time: 52.2218 | lr: 0.09778965073991652 | SA: 0.9208
Epoch 20 | Validation | Time: 51.5657 | lr: 0.0975528258147577 | SA: 0.9196
Epoch 21 | Validation | Time: 51.8753 | lr: 0.09730426794137728 | SA: 0.9164
Epoch 22 | Validation | Time: 51.5396 | lr: 0.09704403844771128 | SA: 0.9280
Epoch 23 | Validation | Time: 51.5547 | lr: 0.09677220154149338 | SA: 0.9130
Epoch 24 | Validation | Time: 51.3944 | lr: 0.09648882429441258 | SA: 0.9339
Epoch 25 | Validation | Time: 51.9973 | lr: 0.09619397662556435 | SA: 0.9354
Epoch 26 | Validation | Time: 51.8501 | lr: 0.09588773128419906 | SA: 0.9357
Epoch 27 | Validation | Time: 51.3318 | lr: 0.09557016383177226 | SA: 0.9205
Epoch 28 | Validation | Time: 51.3064 | lr: 0.09524135262330098 | SA: 0.9307
Epoch 29 | Validation | Time: 51.6955 | lr: 0.09490137878803079 | SA: 0.9364
Epoch 30 | Validation | Time: 51.8277 | lr: 0.0945503262094184 | SA: 0.9426
Epoch 31 | Validation | Time: 51.4107 | lr: 0.0941882815044347 | SA: 0.9393
Epoch 32 | Validation | Time: 51.2623 | lr: 0.09381533400219319 | SA: 0.9511
Epoch 33 | Validation | Time: 51.4327 | lr: 0.09343157572190958 | SA: 0.9199
Epoch 34 | Validation | Time: 51.4357 | lr: 0.0930371013501972 | SA: 0.9325
Epoch 35 | Validation | Time: 51.9671 | lr: 0.09263200821770463 | SA: 0.9484
Epoch 36 | Validation | Time: 51.3378 | lr: 0.09221639627510078 | SA: 0.9454
Epoch 37 | Validation | Time: 51.4457 | lr: 0.09179036806841355 | SA: 0.9436
Epoch 38 | Validation | Time: 51.3561 | lr: 0.09135402871372812 | SA: 0.9442
Epoch 39 | Validation | Time: 51.4242 | lr: 0.0909074858712512 | SA: 0.9483
Epoch 40 | Validation | Time: 51.6717 | lr: 0.09045084971874741 | SA: 0.9358
Epoch 41 | Validation | Time: 51.7070 | lr: 0.08998423292435458 | SA: 0.9429
Epoch 42 | Validation | Time: 51.5637 | lr: 0.08950775061878455 | SA: 0.9444
Epoch 43 | Validation | Time: 51.4192 | lr: 0.08902152036691653 | SA: 0.9533
Epoch 44 | Validation | Time: 51.3874 | lr: 0.08852566213878951 | SA: 0.9233
Epoch 45 | Validation | Time: 51.2521 | lr: 0.0880202982800016 | SA: 0.9526
Epoch 46 | Validation | Time: 51.2784 | lr: 0.08750555348152303 | SA: 0.9504
Epoch 47 | Validation | Time: 51.4765 | lr: 0.08698155474893052 | SA: 0.9437
Epoch 48 | Validation | Time: 51.5707 | lr: 0.08644843137107061 | SA: 0.9418
Epoch 49 | Validation | Time: 51.6352 | lr: 0.08590631488815947 | SA: 0.9480
Epoch 50 | Validation | Time: 51.3304 | lr: 0.0853553390593274 | SA: 0.9479
Epoch 51 | Validation | Time: 51.9550 | lr: 0.08479563982961574 | SA: 0.9453
Epoch 52 | Validation | Time: 51.2189 | lr: 0.08422735529643446 | SA: 0.9464
Epoch 53 | Validation | Time: 51.5389 | lr: 0.08365062567548869 | SA: 0.9266
Epoch 54 | Validation | Time: 51.6104 | lr: 0.08306559326618261 | SA: 0.9535
Epoch 55 | Validation | Time: 51.6921 | lr: 0.0824724024165092 | SA: 0.9430
Epoch 56 | Validation | Time: 60.1469 | lr: 0.0818711994874345 | SA: 0.9422
Epoch 57 | Validation | Time: 51.9320 | lr: 0.08126213281678528 | SA: 0.9330
Epoch 58 | Validation | Time: 51.9796 | lr: 0.08064535268264884 | SA: 0.9456
Epoch 59 | Validation | Time: 51.3638 | lr: 0.08002101126629421 | SA: 0.9460
Epoch 60 | Validation | Time: 51.3176 | lr: 0.07938926261462367 | SA: 0.9459
Epoch 61 | Validation | Time: 57.1346 | lr: 0.07875026260216395 | SA: 0.9446
Epoch 62 | Validation | Time: 56.6467 | lr: 0.07810416889260656 | SA: 0.9468
Epoch 63 | Validation | Time: 51.9342 | lr: 0.07745114089990661 | SA: 0.9555
Epoch 64 | Validation | Time: 51.3535 | lr: 0.07679133974894985 | SA: 0.9539
Epoch 65 | Validation | Time: 51.3980 | lr: 0.07612492823579746 | SA: 0.9591
